[ 2023-08-01 21:26:50,060 ] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2023-08-01 21:26:50,060 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2023-08-01 21:26:51,360 ] 224 werkzeug - WARNING -  * Debugger is active!
[ 2023-08-01 21:26:51,362 ] 224 werkzeug - INFO -  * Debugger PIN: 605-802-619
[ 2023-08-01 21:27:29,293 ] 224 werkzeug - INFO - 127.0.0.1 - - [01/Aug/2023 21:27:29] "GET / HTTP/1.1" 200 -
[ 2023-08-01 21:27:29,332 ] 224 werkzeug - INFO - 127.0.0.1 - - [01/Aug/2023 21:27:29] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[ 2023-08-01 21:28:07,681 ] 224 werkzeug - INFO - 127.0.0.1 - - [01/Aug/2023 21:28:07] "GET /predict HTTP/1.1" 200 -
[ 2023-08-01 21:28:07,996 ] 224 werkzeug - INFO - 127.0.0.1 - - [01/Aug/2023 21:28:07] "[33mGET /script.js HTTP/1.1[0m" 404 -
[ 2023-08-01 21:28:08,057 ] 224 werkzeug - INFO - 127.0.0.1 - - [01/Aug/2023 21:28:08] "GET /static/css/style.css HTTP/1.1" 200 -
[ 2023-08-01 21:30:03,040 ] 224 werkzeug - INFO - 127.0.0.1 - - [01/Aug/2023 21:30:03] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[ 2023-08-01 21:30:03,064 ] 224 werkzeug - INFO - 127.0.0.1 - - [01/Aug/2023 21:30:03] "GET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[ 2023-08-01 21:30:03,240 ] 224 werkzeug - INFO - 127.0.0.1 - - [01/Aug/2023 21:30:03] "GET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[ 2023-08-01 21:30:03,577 ] 224 werkzeug - INFO - 127.0.0.1 - - [01/Aug/2023 21:30:03] "GET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[ 2023-08-01 21:30:03,829 ] 224 werkzeug - INFO - 127.0.0.1 - - [01/Aug/2023 21:30:03] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
[ 2023-08-01 21:30:54,468 ] 224 werkzeug - INFO - 127.0.0.1 - - [01/Aug/2023 21:30:54] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[ 2023-08-01 21:30:54,740 ] 224 werkzeug - INFO - 127.0.0.1 - - [01/Aug/2023 21:30:54] "[36mGET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1[0m" 304 -
[ 2023-08-01 21:30:54,787 ] 224 werkzeug - INFO - 127.0.0.1 - - [01/Aug/2023 21:30:54] "[36mGET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1[0m" 304 -
